GraphVizId,NodeID,Function,InDegree,OutDegree,DirectCalls,IndirectCalls,BBs,NumLoops,CondBranches,UnCondBranches,Instructions,MemOps,StaticAllocations,DynamicAllocations,BasicMathOps,LogicOps,BitShiftOps,RegisterOps,PortOps,ApiFilesystemCalls,ApiRegistryCalls,ApiNetworkCalls,ApiDLLCalls,ApiObjectCalls,ApiProcessCalls,ApiServiceCalls,ApiSynchronizationCalls,ApiSystemInformationCalls,ApiTimeCalls,code,category,vulnerable,coarse_category,MallocCallCount,FreeCallCount,GepCount,StringFuncCount,IndirectCallInstCount,CmpCount,SelectCount,PhiCount,ReturnCount,SwitchCount,MaxBBsize
n1,1,CWE121_Stack_Based_Buffer_Overflow__CWE193_char_declare_ncpy_68b_goodG2BSink,0,4,4,0,1,0,0,0,15,14,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        char source[10+1] = SRC_STRING;
        /* Copy length + 1 to include NUL terminator from source */
        
        strncpy(data, source, strlen(source) + 1);
        printLine(data);
    }
}",Stack_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
n4,4,CWE114_Process_Control__w32_char_connect_socket_17_bad,0,17,17,0,27,1,11,15,125,61,11,0,6,0,0,2,0,0,0,5,2,0,0,0,0,0,0,"{
    int i;
    char * data;
    char dataBuffer[100] = """";
    data = dataBuffer;
    for(i = 0; i < 1; i++)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            char *replace;
            SOCKET connectSocket = INVALID_SOCKET;
            size_t dataLen = strlen(data);
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed, make sure to recv one
                 * less char than is in the recv_buf in order to append a terminator */
                /* Abort on error or the connection was closed */
                recvResult = recv(connectSocket, (char *)(data + dataLen), sizeof(char) * (100 - dataLen - 1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* Append null terminator */
                data[dataLen + recvResult / sizeof(char)] = '\0';
                /* Eliminate CRLF */
                replace = strchr(data, '\r');
                if (replace)
                {
                    *replace = '\0';
                }
                replace = strchr(data, '\n');
                if (replace)
                {
                    *replace = '\0';
                }
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    {
        HMODULE hModule;
        
        hModule = LoadLibraryA(data);
        if (hModule != NULL)
        {
            FreeLibrary(hModule);
            printLine(""Library loaded and freed successfully"");
        }
        else
        {
            printLine(""Unable to load library"");
        }
    }
}",Process_Control,1,InjectionAPIInput,0.0,0.0,12.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,16.0
n0,0,CWE194_Unexpected_Sign_Extension__rand_malloc_01_bad,0,12,12,0,8,0,3,3,60,16,3,1,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,"{
    short data;
    /* Initialize data */
    data = 0;
    
    data = (short)RAND32();
    /* Assume we want to allocate a relatively small buffer */
    if (data < 100)
    {
        
        char * dataBuffer = (char *)malloc(data);
        if (dataBuffer == NULL) {exit(-1);}
        /* Do something with dataBuffer */
        memset(dataBuffer, 'A', data-1);
        dataBuffer[data-1] = '\0';
        printLine(dataBuffer);
        free(dataBuffer);
    }
}",Unexpected_Sign_Extension,1,IntegerArithmetic,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,18.0
n0,0,CWE758_Undefined_Behavior__char_pointer_malloc_use_07_bad,0,4,4,0,5,0,2,1,23,8,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    if(staticFive==5)
    {
        {
            char * * pointer = (char * *)malloc(sizeof(char *));
            if (pointer == NULL) {exit(-1);}
            char * data = *pointer; 
            free(pointer);
            printLine(data);
        }
    }
}",Undefined_Behavior,1,ControlFlow,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0
n0,0,CWE197_Numeric_Truncation_Error__short_listen_socket_45_bad,0,11,11,0,18,0,8,9,81,41,6,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,"{
    short data;
    /* Initialize data */
    data = -1;
    {
#ifdef _WIN32
        WSADATA wsaData;
        int wsaDataInit = 0;
#endif
        int recvResult;
        struct sockaddr_in service;
        SOCKET listenSocket = INVALID_SOCKET;
        SOCKET acceptSocket = INVALID_SOCKET;
        char inputBuffer[CHAR_ARRAY_SIZE];
        do
        {
#ifdef _WIN32
            if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
            {
                break;
            }
            wsaDataInit = 1;
#endif
            listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
            if (listenSocket == INVALID_SOCKET)
            {
                break;
            }
            memset(&service, 0, sizeof(service));
            service.sin_family = AF_INET;
            service.sin_addr.s_addr = INADDR_ANY;
            service.sin_port = htons(TCP_PORT);
            if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
            {
                break;
            }
            if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
            {
                break;
            }
            acceptSocket = accept(listenSocket, NULL, NULL);
            if (acceptSocket == SOCKET_ERROR)
            {
                break;
            }
            /* Abort on error or the connection was closed */
            recvResult = recv(acceptSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
            
            if (recvResult == SOCKET_ERROR || recvResult == 0)
            {
                break;
            }
            /* NUL-terminate string */
            inputBuffer[recvResult] = '\0';
            /* Convert to short */
            data = (short)atoi(inputBuffer);
        }
        while (0);
        if (listenSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(listenSocket);
        }
        if (acceptSocket != INVALID_SOCKET)
        {
            CLOSE_SOCKET(acceptSocket);
        }
#ifdef _WIN32
        if (wsaDataInit)
        {
            WSACleanup();
        }
#endif
    }
    anonymousData = data;
    Sink();
}",Numeric_Truncation_Error,1,IntegerArithmetic,0.0,0.0,11.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,15.0
n0,0,CWE191_Integer_Underflow__int_fgets_predec_31_bad,0,5,5,0,4,0,1,2,31,16,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    {
        char inputBuffer[CHAR_ARRAY_SIZE] = """";
        
        if (fgets(inputBuffer, CHAR_ARRAY_SIZE, stdin) != NULL)
        {
            /* Convert to int */
            data = atoi(inputBuffer);
        }
        else
        {
            printLine(""fgets() failed."");
        }
    }
    {
        int dataCopy = data;
        int data = dataCopy;
        {
            
            --data;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0
n0,0,CWE191_Integer_Underflow__unsigned_int_rand_postdec_01_bad,0,8,8,0,4,0,1,2,35,7,2,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,"{
    unsigned int data;
    data = 0;
    
    data = (unsigned int)RAND32();
    {
        
        data--;
        unsigned int result = data;
        printUnsignedLine(result);
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.0
n4,4,CWE90_LDAP_Injection__w32_wchar_t_environment_01_bad,0,17,17,0,14,0,6,6,79,37,9,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,"{
    wchar_t * data;
    wchar_t dataBuffer[256] = L"""";
    data = dataBuffer;
    {
        /* Append input from an environment variable to data */
        size_t dataLen = wcslen(data);
        wchar_t * environment = GETENV(ENV_VARIABLE);
        /* If there is data in the environment variable */
        if (environment != NULL)
        {
            
            wcsncat(data+dataLen, environment, 256-dataLen-1);
        }
    }
    {
        LDAP* pLdapConnection = NULL;
        ULONG connectSuccess = 0L;
        ULONG searchSuccess = 0L;
        LDAPMessage *pMessage = NULL;
        wchar_t filter[256];
        
        _snwprintf(filter, 256-1, L""(cn=%s)"", data);
        pLdapConnection = ldap_initW(L""localhost"", LDAP_PORT);
        if (pLdapConnection == NULL)
        {
            printLine(""Initialization failed"");
            exit(1);
        }
        connectSuccess = ldap_connect(pLdapConnection, NULL);
        if (connectSuccess != LDAP_SUCCESS)
        {
            printLine(""Connection failed"");
            exit(1);
        }
        searchSuccess = ldap_search_ext_sW(
                            pLdapConnection,
                            L""base"",
                            LDAP_SCOPE_SUBTREE,
                            filter,
                            NULL,
                            0,
                            NULL,
                            NULL,
                            LDAP_NO_LIMIT,
                            LDAP_NO_LIMIT,
                            &pMessage);
        if (searchSuccess != LDAP_SUCCESS)
        {
            printLine(""Search failed"");
            if (pMessage != NULL)
            {
                ldap_msgfree(pMessage);
            }
            exit(1);
        }
        /* Typically you would do something with the search results, but this is a test case and we can ignore them */
        
        if (pMessage != NULL)
        {
            ldap_msgfree(pMessage);
        }
        /* Close the connection */
        ldap_unbind(pLdapConnection);
    }
}",LDAP_Injection,1,InjectionCommand,0.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,20.0
n1,1,CWE121_Stack_Based_Buffer_Overflow__CWE806_char_declare_ncat_66b_goodG2BSink,0,4,4,0,1,0,0,0,20,17,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data = dataArray[2];
    {
        char dest[50] = """";
        
        strncat(dest, data, strlen(data));
        dest[50-1] = '\0'; /* Ensure the destination buffer is null terminated */
        printLine(data);
    }
}",Stack_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
n5,5,CWE404_Improper_Resource_Shutdown__freopen_w32CloseHandle_66b_goodB2GSink,0,1,1,0,3,0,1,1,14,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{
    FILE * data = dataArray[2];
    if (data != NULL)
    {
        
        fclose(data);
    }
}",Improper_Resource_Shutdown,0,Resource,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0
n0,0,CWE194_Unexpected_Sign_Extension__listen_socket_memcpy_32_bad,0,14,14,0,24,0,11,12,129,74,13,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,"{
    short data;
    short *dataPtr1 = &data;
    short *dataPtr2 = &data;
    /* Initialize data */
    data = 0;
    {
        short data = *dataPtr1;
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            int tempInt;
            struct sockaddr_in service;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed */
                recvResult = recv(acceptSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate string */
                inputBuffer[recvResult] = '\0';
                /* Convert to short - ensure int to short conversion will be successful and if
                 * not ensure that data will be negative */
                tempInt = atoi(inputBuffer);
                if (tempInt > SHRT_MAX || tempInt < SHRT_MIN)
                {
                    data = -1;
                }
                else
                {
                    data = tempInt;
                }
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
        *dataPtr1 = data;
    }
    {
        short data = *dataPtr2;
        {
            char source[100];
            char dest[100] = """";
            memset(source, 'A', 100-1);
            source[100-1] = '\0';
            if (data < 100)
            {
                
                memcpy(dest, source, data);
                dest[data] = '\0'; /* NULL terminate */
            }
            printLine(dest);
        }
    }
}",Unexpected_Sign_Extension,1,IntegerArithmetic,0.0,0.0,21.0,4.0,0.0,11.0,0.0,0.0,1.0,0.0,22.0
n1,1,CWE197_Numeric_Truncation_Error__short_fscanf_22_goodG2B1Source,0,1,1,0,4,0,1,2,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    {
        
        printLine(""Benign, fixed string"");
    }
    else
    {
        
        data = CHAR_MAX-5;
    }
    return data;
}",Numeric_Truncation_Error,0,IntegerArithmetic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
n2,2,CWE122_Heap_Based_Buffer_Overflow__CWE135_64b_goodB2GSink,0,6,6,0,3,0,1,0,36,19,6,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,"{
    /* cast void pointer to a pointer of the appropriate type */
    void * * dataPtr = (void * *)dataVoidPtr;
    /* dereference dataPtr into data */
    void * data = (*dataPtr);
    {
        
        size_t dataLen = wcslen((wchar_t *)data);
        void * dest = (void *)calloc(dataLen+1, sizeof(wchar_t));
        if (dest == NULL) {exit(-1);}
        (void)wcscpy(dest, data);
        printWLine((wchar_t *)dest);
        free(dest);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,23.0
n0,0,CWE190_Integer_Overflow__int_connect_socket_postinc_09_bad,0,9,9,0,16,0,7,8,74,39,6,0,1,0,0,4,0,0,0,4,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    if(GLOBAL_CONST_TRUE)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            SOCKET connectSocket = INVALID_SOCKET;
            char inputBuffer[CHAR_ARRAY_SIZE];
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                /* Abort on error or the connection was closed, make sure to recv one
                 * less char than is in the recv_buf in order to append a terminator */
                recvResult = recv(connectSocket, inputBuffer, CHAR_ARRAY_SIZE - 1, 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                /* NUL-terminate the string */
                inputBuffer[recvResult] = '\0';
                /* Convert to int */
                data = atoi(inputBuffer);
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    if(GLOBAL_CONST_TRUE)
    {
        {
            
            data++;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,11.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,16.0
n0,0,CWE190_Integer_Overflow__int_max_preinc_11_bad,0,3,3,0,5,0,2,2,20,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    int data;
    /* Initialize data */
    data = 0;
    if(globalReturnsTrue())
    {
        
        data = INT_MAX;
    }
    if(globalReturnsTrue())
    {
        {
            
            ++data;
            int result = data;
            printIntLine(result);
        }
    }
}",Integer_Overflow,1,IntegerOverflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0
n0,0,CWE191_Integer_Underflow__unsigned_int_min_predec_09_bad,0,1,1,0,5,0,2,2,20,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{
    unsigned int data;
    data = 0;
    if(GLOBAL_CONST_TRUE)
    {
        
        data = 0;
    }
    if(GLOBAL_CONST_TRUE)
    {
        {
            
            --data;
            unsigned int result = data;
            printUnsignedLine(result);
        }
    }
}",Integer_Underflow,1,IntegerUnderflow,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,8.0
n1,1,CWE122_Heap_Based_Buffer_Overflow__c_dest_char_cat_66b_goodG2BSink,0,4,4,0,1,0,0,0,20,18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{
    char * data = dataArray[2];
    {
        char source[100];
        memset(source, 'C', 100-1); /* fill with 'C's */
        source[100-1] = '\0'; /* null terminate */
        
        strcat(data, source);
        printLine(data);
        free(data);
    }
}",Heap_Based_Buffer_Overflow,0,BufferOverflowWrite,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
